,id,instruction,response,test_list,instruction_en
257,258,"একটি প্রদত্ত তালিকার প্রথম সম সংখ্যা এবং অদ্ভুত সংখ্যার গুণফল খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
mul_even_odd(lst)","def mul_even_odd(lst):
    first_even = None
    first_odd = None
    for num in lst:
        if first_even is None and num % 2 == 0:
            first_even = num
        if first_odd is None and num % 2 != 0:
            first_odd = num
        if first_even is not None and first_odd is not None:
            break
    return first_even * first_odd
","""['assert mul_even_odd([1,3,5,7,4,1,6,8])==4', 'assert mul_even_odd([1,2,3,4,5,6,7,8,9,10])==2', 'assert mul_even_odd([1,5,7,9,10])==10']""","Write a function to find the product of the first even number and the first odd number in a given list.

Example:
def mul_even_odd(lst: list) -> int:
"
258,259,"একটি ফাংশন লিখুন যা টুপল স্ট্রিংকে পূর্ণসংখ্যা টুপলে রূপান্তর করে।
Exammple:
tuple_str_int(s)","def tuple_str_int(s):
    stripped = s.strip()
    content = stripped[1:-1]
    elements = content.split(',')
    return tuple((int(e.strip()) for e in elements))
","""['assert tuple_str_int(\""(7, 8, 9)\"") == (7, 8, 9)', 'assert tuple_str_int(\""(1, 2, 3)\"") == (1, 2, 3)', 'assert tuple_str_int(\""(4, 5, 6)\"") == (4, 5, 6)']""","Write a function that converts a tuple of strings into a tuple of integers.

Example:

```python
def tuple_str_int(s: tuple) -> tuple:
  # Function implementation here
  pass
```
"
259,260,"একটি নির্দিষ্ট মানের জন্য সঠিক সন্নিবেশ পয়েন্ট সনাক্ত করার জন্য একটি ফাংশন লিখুন।
Exammple:
right_insertion(lst, n)","def right_insertion(lst, n):
    low = 0
    high = len(lst)
    while low < high:
        mid = (low + high) // 2
        if lst[mid] > n:
            high = mid
        else:
            low = mid + 1
    return low
","""['assert right_insertion([1,2,4,5],6)==4', 'assert right_insertion([1,2,4,5],3)==2', 'assert right_insertion([1,2,4,5],7)==4']""","Write a function to identify the correct insertion point for a specific value in a sorted list.
Example:
def right_insertion(lst: list, n: int) -> int:
"
260,261,"একটি ফাংশন লিখুন যা একটি স্ট্রিংয়ের সাথে মিলে যায় যার মধ্যে একটি 'a' থাকে যার পরে তিনটি 'b' থাকে।
Exammple:
text_match_three(s)","import re

def text_match_three(s):
    return 'Found a match!' if re.search('abbb', s) else 'Not matched!'
","""['assert text_match_three(\""ac\"")==(\\'Not matched!\\')', 'assert text_match_three(\""dc\"")==(\\'Not matched!\\')', 'assert text_match_three(\""abbbba\"")==(\\'Found a match!\\')']""","Write a function that matches a string containing an 'a' followed by three 'b's.

Example:
text_match_three(s: str) -> bool
"
261,262,"প্রদত্ত স্ট্রিং এবং তালিকা থেকে একটি নতুন টিউপল তৈরি করতে একটি ফাংশন লিখুন।
Exammple:
new_tuple(lst, s)","def new_tuple(lst, s):
    return tuple(lst) + (s,)
","""['assert new_tuple([\""WEB\"", \""is\""], \""best\"") == (\\'WEB\\', \\'is\\', \\'best\\')', 'assert new_tuple([\""We\"", \""are\""], \""Developers\"") == (\\'We\\', \\'are\\', \\'Developers\\')', 'assert new_tuple([\""Part\"", \""is\""], \""Wrong\"") == (\\'Part\\', \\'is\\', \\'Wrong\\')']""","Write a function to create a new tuple from a given string and a list.

Example:
def new_tuple(lst: list, s: str) -> tuple:
"
262,263,"একটি নিয়মিত বহুভুজের পরিধি গণনা করার জন্য একটি ফাংশন লিখুন।
Exammple:
perimeter_polygon(n, n2)","def perimeter_polygon(n, n2):
    return n * n2
","""['assert perimeter_polygon(4,20)==80', 'assert perimeter_polygon(10,15)==150', 'assert perimeter_polygon(9,7)==63']""","Write a function to calculate the perimeter of a regular polygon.
Example:
perimeter_polygon(n, side_length)
"
263,264,"একটি পাইথন ফাংশন লিখুন যা প্রতিটি জোড় সূচক প্রদত্ত তালিকার জোড় সংখ্যা ধারণ করে কিনা তা পরীক্ষা করে।
Exammple:
even_position(lst)","def even_position(lst):
    for index, value in enumerate(lst):
        if index % 2 == 0 and value % 2 != 0:
            return False
    return True
","""['assert even_position([3,2,1]) == False', 'assert even_position([1,2,3]) == False', 'assert even_position([2,1,4]) == True']""","Write a Python function that checks if every even index in a given list contains an even number.

Example:

def even_position(lst: list) -> bool:
"
264,265,"প্রদত্ত টিউপেল থেকে নেস্টেড রেকর্ড সরানোর জন্য একটি ফাংশন লিখুন।
Exammple:
remove_nested(tup)","def remove_nested(tup):
    return tuple((elem for elem in tup if not isinstance(elem, tuple)))
","""['assert remove_nested((1, 5, 7, (4, 6), 10)) == (1, 5, 7, 10)', 'assert remove_nested((2, 6, 8, (5, 7), 11)) == (2, 6, 8, 11)', 'assert remove_nested((3, 7, 9, (6, 8), 12)) == (3, 7, 9, 12)']""","Write a function to remove nested records from a given tuple.

Example:

def remove_nested(tup: tuple) -> tuple:
"
265,266,"একটি নির্দিষ্ট সংখ্যক তালিকায় তালিকা গণনা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
count_list(lst)","def count_list(lst):
    return sum((1 for elem in lst if isinstance(elem, list)))
","""['assert count_list([[1, 3], [5, 7], [9, 11], [13, 15, 17]]) == 4', 'assert count_list([[1,2],[2,3],[4,5]]) == 3', 'assert count_list([[1,0],[2,0]]) == 2']""","Write a Python function to count the number of lists within a given list.

Example:
count_list(lst: list) -> int
"
266,267,"একটি সাজানো অ্যারেতে একটি উপাদানটির শেষ অবস্থান খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
last(lst, n, n2)","def last(lst, n, n2):
    max_index = min(n2 - 1, len(lst) - 1)
    for i in range(max_index, -1, -1):
        if lst[i] == n:
            return i
    return -1
","""['assert last([1,2,3],1,3) == 0', 'assert last([1,1,1,2,3,4],1,6) == 2', 'assert last([2,3,2,3,6,8,9],3,8) == 3']""","Write a Python function to find the last occurrence of an element in a sorted array.

Example:
last(lst: list, n: int, n2: int)
"
267,268,"একটি ফাংশন লিখুন যা একটি স্ট্রিংয়ের সাথে মিলে যায় যার 'a' এর পরে কিছু আছে, যা 'b' দিয়ে শেষ হয়।
Exammple:
text_starta_endb(s)","import re

def text_starta_endb(s):
    if re.fullmatch('^a.*b$', s):
        return 'Found a match!'
    else:
        return 'Not matched!'
","""['assert text_starta_endb(\""aabbbb\"")==(\\'Found a match!\\')', 'assert text_starta_endb(\""aabAbbbc\"")==(\\'Not matched!\\')', 'assert text_starta_endb(\""accddbbjjj\"")==(\\'Not matched!\\')']""","Write a function that matches a string that has 'a' followed by anything, ending with 'b'.

Example:

text_starta_endb(s: str) -> bool:
"
268,269,"একটি ডেটাসেট থেকে n - সস্তা মূল্যের আইটেমগুলি খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
cheap_items(lst, n)","def cheap_items(lst, n):
    sorted_items = sorted(lst, key=lambda x: x['price'])
    return sorted_items[:n]
","""[\""assert cheap_items([{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}],1)==[{'name': 'Item-1', 'price': 101.1}]\"", \""assert cheap_items([{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}],2)==[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}]\"", \""assert cheap_items([{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}, {'name': 'Item-3', 'price': 45.09},{'name': 'Item-4', 'price': 22.75}],1)==[{'name': 'Item-4', 'price': 22.75}]\""]""","Write a function to find the n cheapest items from a dataset.
Example:
def cheap_items(lst: list, n: int) -> list:
"
269,270,"প্রদত্ত অভিধানে সমস্ত আইটেমের যোগফল খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
return_sum(dct)","def return_sum(dct):
    return sum(dct.values())
","""[\""assert return_sum({'a': 100, 'b':200, 'c':300}) == 600\"", \""assert return_sum({'a': 25, 'b':18, 'c':45}) == 88\"", \""assert return_sum({'a': 36, 'b':39, 'c':49}) == 124\""]""","Write a function to find the sum of all the items in a given dictionary.

Example:

return_sum(dct: dict) -> int:
"
270,271,"l এবং r এর মধ্যে থাকা সমস্ত বিজোড় প্রাকৃতিক সংখ্যার যোগফল খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
sum_in_Range(n, n2)","def sum_in_Range(n, n2):
    if n > n2:
        return 0
    first_odd = n if n % 2 else n + 1
    if first_odd > n2:
        return 0
    last_odd = n2 if n2 % 2 else n2 - 1
    if last_odd < first_odd:
        return 0
    count = (last_odd - first_odd) // 2 + 1
    return (first_odd + last_odd) * count // 2
","""['assert sum_in_Range(2,5) == 8', 'assert sum_in_Range(5,7) == 12', 'assert sum_in_Range(7,13) == 40']""","Write a Python function to find the sum of all odd natural numbers between l and r (inclusive).

Example:

sum_in_range(l, r)
"
271,272,"একটি অ্যারের যোগফল খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
_sum(lst)","def _sum(lst):
    return sum(lst)
","""['assert _sum([1, 2, 3]) == 6', 'assert _sum([15, 12, 13, 10]) == 50', 'assert _sum([0, 1, 2]) == 3']""","Write a Python function to find the sum of an array.

Example:

sum(lst: list[int]) -> int
"
272,273,"একটি পাইথন ফাংশন লিখুন যা একটি প্রদত্ত সংখ্যার বিটগুলিকে বাম দিকে ঘোরায়।
Exammple:
left_Rotate(n, n2)","def left_Rotate(n, n2):
    k = n2 % 32
    return (n << k | n >> 32 - k) & 4294967295
","""['assert left_Rotate(16,2) == 64', 'assert left_Rotate(10,2) == 40', 'assert left_Rotate(99,3) == 792']""","Write a Python function that rotates the bits of a given number to the left.

Example:

```python
def left_Rotate(n: int, n2: int) -> int:
  # Function implementation here
  pass
```
"
273,274,"একটি স্ট্রিং থেকে সব হোয়াইটস্পেস অপসারণ করার জন্য একটি ফাংশন লিখুন।
Exammple:
remove_all_spaces(s)","def remove_all_spaces(s):
    return s.replace(' ', '')
","""[\""assert remove_all_spaces('python  program')==('pythonprogram')\"", \""assert remove_all_spaces('python   programming    language')==('pythonprogramminglanguage')\"", \""assert remove_all_spaces('python                     program')==('pythonprogram')\""]""","Write a function to remove all whitespace from a string.

Example:
remove_all_spaces(s: str) -> str
"
274,275,"একটি পাইথন ফাংশন লিখুন যা তিনটি পূর্ণসংখ্যা থেকে সমান সংখ্যার সংখ্যা গণনা করে।
Exammple:
test_three_equal(n, n2, n3)","def test_three_equal(n, n2, n3):
    numbers = [n, n2, n3]
    freq = {}
    for num in numbers:
        freq[num] = freq.get(num, 0) + 1
    count = 0
    for num in numbers:
        if freq[num] >= 2:
            count += 1
    return count
","""['assert test_three_equal(1,1,1) == 3', 'assert test_three_equal(-1,-2,-3) == 0', 'assert test_three_equal(1,2,2) == 2']""","Write a Python function that counts the number of equal numbers from three integers.

Example:
def test_three_equal(n: int, n2: int, n3: int) -> int:
"
275,276,"একটি সাজানো অ্যারে তৈরি করতে প্রয়োজনীয় ঘূর্ণন সংখ্যা গণনা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
count_Rotation(lst, n)","def count_Rotation(lst, n):
    min_val = min(lst)
    idx = lst.index(min_val)
    return min(idx, n - idx)
","""['assert count_Rotation([3,2,1],3) == 1', 'assert count_Rotation([4,5,1,2,3],5) == 2', 'assert count_Rotation([7,8,9,1,2,3],6) == 3']""","Write a Python function to count the number of rotations required to make a given array sorted.

Example:

count_Rotation(lst: list, n: int)
"
